"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[182]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[183]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[184]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[185]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[186]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[187]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[188]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[189]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[190]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[191]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[192]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[193]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[194]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[195]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[196]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[197]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[198]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[199]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[200]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[201]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[202]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[203]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[204]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[205]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[206]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[207]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[208]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[209]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[210]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[211]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[212]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[213]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[214]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[215]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[216]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[217]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[218]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[219]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[220]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[221]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[222]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[223]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[224]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[225]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[226]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[227]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[228]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[229]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[230]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[231]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[232]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[233]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[234]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[235]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[236]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[237]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[238]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[239]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[240]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[241]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[242]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[243]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[244]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[245]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[246]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[247]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[248]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[249]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[250]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[251]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[252]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[253]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[254]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[255]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[256]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[257]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[258]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[259]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[260]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[261]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[262]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[263]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[264]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[265]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[266]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[267]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[268]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[269]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[270]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[271]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[272]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[273]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[274]",0.03,0,0.02,0,0.01,0.02,0.04,0.07,9264.51,1
"mu[275]",0.33,0,0.03,0.27,0.31,0.33,0.35,0.39,26152.1,1
"mu[276]",0.77,0,0.04,0.7,0.74,0.77,0.79,0.84,18681.56,1
"mu[277]",1.21,0,0.04,1.13,1.18,1.21,1.24,1.29,20509.79,1
"mu[278]",1.52,0,0.05,1.43,1.49,1.52,1.55,1.62,32177.92,1
"mu[279]",1.55,0,0.05,1.45,1.51,1.55,1.59,1.66,32111.39,1
"mu[280]",1.13,0,0.05,1.03,1.1,1.13,1.17,1.23,26257.47,1
"mu[281]",0.16,0,0.04,0.09,0.13,0.16,0.19,0.24,20061.61,1
"mu[282]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[283]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[284]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[285]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[286]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[287]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[288]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[289]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[290]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[291]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[292]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[293]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[294]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[295]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[296]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[297]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[298]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[299]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[300]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[301]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[302]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[303]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[304]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[305]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[306]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[307]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[308]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[309]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[310]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[311]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[312]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[313]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[314]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[315]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[316]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[317]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[318]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[319]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[320]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[321]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[322]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[323]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[324]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[325]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[326]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[327]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[328]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[329]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[330]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[331]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[332]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[333]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[334]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[335]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[336]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[337]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[338]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[339]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[340]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[341]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[342]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[343]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[344]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[345]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[346]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[347]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[348]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[349]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[350]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[351]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[352]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[353]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[354]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[355]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[356]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[357]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[358]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[359]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[360]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[361]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[362]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[363]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[364]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[365]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[366]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[367]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[368]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[369]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[370]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[371]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[372]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[373]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[374]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[375]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[376]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[377]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[378]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[379]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[380]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[381]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[382]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[383]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[384]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[385]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[386]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[387]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[388]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[389]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[390]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[391]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[392]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[393]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[394]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[395]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[396]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[397]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[398]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[399]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[400]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[401]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[402]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[403]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[404]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[405]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[406]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[407]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[408]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[409]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[410]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[411]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[412]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[413]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[414]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[415]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[416]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[417]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[418]",0.06,0,0.02,0.01,0.04,0.06,0.08,0.11,10550.27,1
"mu[419]",0.53,0,0.03,0.48,0.51,0.53,0.55,0.58,20390.01,1
"mu[420]",1.09,0,0.03,1.03,1.07,1.09,1.12,1.16,15301.6,1
"mu[421]",1.6,0,0.04,1.53,1.58,1.6,1.62,1.67,25309.39,1
"mu[422]",1.91,0,0.04,1.83,1.88,1.91,1.93,1.99,31819.22,1
"mu[423]",1.86,0,0.04,1.78,1.83,1.86,1.89,1.95,28445.93,1
"mu[424]",1.33,0,0.04,1.24,1.3,1.33,1.36,1.41,25508.85,1
"mu[425]",0.23,0,0.03,0.17,0.21,0.23,0.25,0.29,21140.61,1
"mu[426]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[427]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[428]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[429]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[430]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[431]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[432]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[433]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[434]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[435]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[436]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[437]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[438]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[439]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[440]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[441]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[442]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[443]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[444]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[445]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[446]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[447]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[448]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[449]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[450]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[451]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[452]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[453]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[454]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[455]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[456]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[457]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[458]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[459]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[460]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[461]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[462]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[463]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[464]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[465]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[466]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[467]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[468]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[469]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[470]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[471]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[472]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[473]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[474]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[475]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[476]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[477]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[478]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[479]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[480]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[481]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[482]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[483]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[484]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[485]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[486]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[487]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[488]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[489]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[490]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[491]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
"mu[492]",0.98,0,0.04,0.91,0.96,0.98,1.01,1.06,15869.66,1
"mu[493]",1.51,0,0.04,1.43,1.48,1.51,1.54,1.6,20338.57,1
"mu[494]",1.88,0,0.05,1.79,1.85,1.88,1.91,1.98,32735.71,1
"mu[495]",1.9,0,0.05,1.8,1.86,1.9,1.94,2.01,31228.35,1
"mu[496]",1.38,0,0.05,1.27,1.34,1.38,1.41,1.48,25827.45,1
"mu[497]",0.19,0,0.04,0.12,0.17,0.19,0.21,0.26,20537.12,1
"mu[498]",0.05,0,0.02,0,0.03,0.05,0.07,0.09,9642.37,1
"mu[499]",0.44,0,0.03,0.39,0.42,0.44,0.46,0.5,23567.77,1
